Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD4437,23,Female,Postgraduate,Business,Yes,3,5,Yes,Biology,Advanced,5,Yes,5,Low,No,Neutral,Yes,Oceania,No
STUD4442,23,Non-binary,Postgraduate,Arts,Yes,7,2,No,Biology,Advanced,2,No,4,High,Yes,Negative,No,Europe,No
STUD4478,23,Prefer not to say,High School,Science,Yes,7,1,No,Economics,Advanced,3,Yes,2,Medium,No,Neutral,Yes,Oceania,Yes
STUD4488,23,Female,Undergraduate,Education,Yes,1,3,Yes,Physics,Advanced,4,No,5,Low,No,Positive,No,Oceania,No
STUD4490,23,Non-binary,High School,Education,No,0,2,Yes,Physics,Advanced,4,No,2,High,Yes,Negative,Yes,South America,No
STUD4504,23,Female,High School,Law,Yes,2,5,No,Math,Advanced,3,No,4,Low,No,Positive,No,Asia,Yes
STUD4517,23,Female,Undergraduate,Business,No,1,5,Yes,Art,Advanced,2,No,3,Medium,No,Neutral,No,Asia,No
STUD4560,23,Male,Undergraduate,Medicine,No,4,4,No,Art,Intermediate,3,Yes,5,Medium,Yes,Positive,Yes,Asia,Yes
STUD4566,23,Non-binary,High School,Engineering,No,10,5,Yes,Math,Intermediate,3,Yes,4,High,No,Negative,Yes,South America,No
STUD4612,23,Non-binary,High School,Law,No,1,2,No,Physics,Advanced,3,No,3,Low,No,Neutral,No,Asia,Yes
STUD4619,23,Prefer not to say,Undergraduate,Business,No,3,2,No,Art,Beginner,2,Yes,2,Medium,No,Neutral,No,North America,No
STUD4658,23,Non-binary,Undergraduate,Medicine,Yes,5,4,Yes,Biology,Advanced,1,Yes,5,Medium,Yes,Neutral,No,Oceania,No
STUD4676,23,Male,Undergraduate,Education,No,2,5,Yes,Math,Intermediate,1,Yes,2,Low,Yes,Positive,Yes,Asia,No
STUD4698,23,Male,High School,Business,Yes,7,2,No,Physics,Advanced,5,No,2,Low,No,Positive,No,South America,No
STUD4724,23,Male,Undergraduate,Business,No,1,1,No,Physics,Intermediate,4,Yes,4,Medium,Yes,Neutral,No,Asia,Yes
STUD4739,23,Non-binary,Undergraduate,Business,No,5,1,Yes,Economics,Beginner,1,No,5,Medium,Yes,Neutral,Yes,North America,Yes
STUD4751,23,Female,Undergraduate,Science,Yes,0,4,Yes,Art,Intermediate,4,Yes,1,Medium,No,Neutral,No,Oceania,Yes
STUD4755,23,Non-binary,Postgraduate,Law,Yes,8,4,Yes,Physics,Beginner,1,No,1,High,Yes,Positive,No,Europe,Yes
STUD4762,23,Prefer not to say,Postgraduate,Medicine,Yes,3,5,Yes,Computer Science,Beginner,2,No,3,Low,No,Negative,No,North America,Yes
STUD4769,23,Male,Undergraduate,Business,Yes,3,5,No,Math,Intermediate,4,No,1,High,Yes,Positive,Yes,North America,No
STUD4791,23,Male,Undergraduate,Business,No,7,2,No,Math,Beginner,4,No,1,Medium,No,Positive,No,Oceania,No
STUD4801,23,Male,High School,Business,Yes,10,5,Yes,Economics,Intermediate,4,No,5,Low,No,Positive,No,South America,Yes
STUD4817,23,Female,Postgraduate,Law,Yes,7,4,Yes,Biology,Intermediate,3,No,1,Medium,No,Positive,Yes,Asia,No
STUD4835,23,Non-binary,Undergraduate,Education,Yes,4,3,Yes,Computer Science,Beginner,5,No,5,Medium,Yes,Negative,Yes,Africa,Yes
STUD4855,23,Non-binary,High School,Law,Yes,6,4,Yes,Economics,Advanced,5,No,5,Medium,No,Negative,Yes,Oceania,Yes
STUD4893,23,Non-binary,Postgraduate,Business,Yes,2,3,No,Physics,Advanced,5,Yes,5,High,Yes,Negative,Yes,Europe,Yes
STUD4894,23,Female,Undergraduate,Medicine,Yes,10,4,Yes,Economics,Beginner,4,No,4,Low,Yes,Neutral,No,Africa,Yes
STUD4916,23,Prefer not to say,Postgraduate,Engineering,No,1,3,No,Physics,Advanced,1,No,5,Medium,No,Positive,Yes,Oceania,Yes
STUD4917,23,Male,High School,Business,No,2,1,No,Economics,Advanced,2,No,3,Low,Yes,Neutral,Yes,Europe,Yes
STUD4925,23,Prefer not to say,Undergraduate,Business,No,6,3,No,Math,Advanced,1,No,1,High,Yes,Negative,No,Europe,Yes
STUD4932,23,Male,Postgraduate,Law,No,2,5,Yes,Physics,Advanced,2,No,1,High,Yes,Positive,Yes,Oceania,Yes
STUD4986,23,Prefer not to say,Postgraduate,Engineering,Yes,2,2,Yes,Math,Beginner,4,Yes,1,Medium,Yes,Neutral,Yes,South America,No
STUD0004,24,Female,Postgraduate,Engineering,Yes,2,4,No,Economics,Beginner,5,No,3,High,No,Neutral,No,Europe,Yes
STUD0021,24,Non-binary,High School,Business,Yes,8,3,No,Economics,Beginner,2,Yes,4,Low,No,Positive,Yes,Oceania,Yes
STUD0058,24,Non-binary,Postgraduate,Law,Yes,8,5,No,Economics,Advanced,4,Yes,4,Low,Yes,Positive,Yes,North America,No
STUD0065,24,Prefer not to say,Postgraduate,Education,No,9,5,Yes,Biology,Advanced,2,Yes,5,Medium,Yes,Positive,Yes,Europe,Yes
STUD0087,24,Non-binary,Postgraduate,Education,No,6,4,Yes,Computer Science,Advanced,1,No,1,Medium,No,Positive,Yes,Oceania,Yes
STUD0111,24,Female,High School,Law,No,1,1,Yes,History,Beginner,2,No,2,Medium,No,Neutral,Yes,Asia,No
STUD0122,24,Prefer not to say,Postgraduate,Medicine,Yes,5,2,No,Computer Science,Beginner,4,Yes,4,Low,Yes,Neutral,Yes,Oceania,No
STUD0123,24,Non-binary,High School,Education,No,1,4,No,Biology,Advanced,3,Yes,5,Low,No,Negative,Yes,South America,No
STUD0130,24,Male,High School,Medicine,Yes,7,5,Yes,Computer Science,Intermediate,1,Yes,1,High,Yes,Neutral,No,South America,Yes
STUD0132,24,Non-binary,High School,Business,No,6,3,No,Economics,Advanced,2,No,4,High,Yes,Neutral,Yes,Africa,Yes
STUD0164,24,Prefer not to say,Undergraduate,Education,No,4,3,Yes,Physics,Intermediate,2,No,3,High,No,Neutral,No,Europe,Yes
STUD0218,24,Prefer not to say,Postgraduate,Law,Yes,5,1,No,History,Advanced,4,No,2,High,Yes,Positive,Yes,Europe,Yes
STUD0246,24,Non-binary,Postgraduate,Education,No,6,2,No,Art,Intermediate,4,Yes,4,Medium,Yes,Positive,Yes,Africa,Yes
STUD0310,24,Female,Postgraduate,Medicine,No,1,4,Yes,Math,Beginner,3,No,4,Low,No,Negative,No,South America,No
STUD0311,24,Prefer not to say,High School,Engineering,No,8,2,Yes,Biology,Beginner,4,Yes,5,Medium,Yes,Negative,No,Africa,Yes
STUD0328,24,Prefer not to say,High School,Engineering,No,5,2,No,Computer Science,Beginner,2,Yes,1,Low,No,Neutral,No,Asia,Yes
STUD0351,24,Female,Undergraduate,Law,Yes,8,2,Yes,Physics,Advanced,5,No,2,Low,No,Positive,Yes,Oceania,No
STUD0358,24,Male,Postgraduate,Business,Yes,7,1,Yes,Math,Beginner,3,No,2,High,No,Neutral,No,Europe,Yes
STUD0360,24,Male,Undergraduate,Engineering,Yes,5,5,No,Economics,Advanced,5,Yes,5,High,Yes,Positive,Yes,North America,Yes
STUD0404,24,Male,Postgraduate,Arts,No,5,5,No,Art,Advanced,5,Yes,4,Medium,Yes,Positive,No,Africa,Yes
STUD0417,24,Prefer not to say,High School,Engineering,No,7,5,Yes,Computer Science,Advanced,4,Yes,4,Low,No,Neutral,Yes,North America,Yes
STUD0442,24,Female,Undergraduate,Science,Yes,8,1,No,Math,Advanced,1,Yes,2,Medium,Yes,Positive,Yes,Africa,Yes
STUD0469,24,Male,Undergraduate,Engineering,No,7,2,No,Computer Science,Beginner,3,No,4,Low,No,Neutral,Yes,Asia,No
STUD0502,24,Prefer not to say,High School,Law,No,9,2,Yes,Art,Intermediate,4,Yes,3,High,Yes,Neutral,No,South America,Yes
STUD0514,24,Prefer not to say,Postgraduate,Arts,Yes,2,2,No,Computer Science,Intermediate,4,Yes,1,High,Yes,Negative,Yes,Europe,Yes
STUD0527,24,Prefer not to say,Undergraduate,Science,No,1,4,No,Art,Intermediate,1,No,5,High,No,Negative,No,Africa,Yes
STUD0547,24,Male,Undergraduate,Arts,No,2,2,Yes,Physics,Advanced,2,No,2,Medium,Yes,Neutral,Yes,Oceania,No
STUD0549,24,Male,Undergraduate,Engineering,No,2,5,No,History,Advanced,2,Yes,1,Low,Yes,Neutral,Yes,Oceania,Yes
STUD0581,24,Male,High School,Law,No,1,1,No,History,Intermediate,4,Yes,3,High,No,Neutral,Yes,South America,Yes
STUD0595,24,Non-binary,Postgraduate,Education,No,4,5,Yes,Biology,Advanced,2,No,1,Medium,No,Positive,No,Oceania,No
STUD0600,24,Prefer not to say,High School,Business,Yes,10,4,No,Math,Beginner,3,Yes,4,Low,Yes,Positive,Yes,Oceania,Yes
STUD0637,24,Prefer not to say,Undergraduate,Engineering,Yes,1,1,No,Biology,Intermediate,4,No,4,High,No,Neutral,Yes,South America,Yes
STUD0656,24,Female,Undergraduate,Education,No,8,3,No,Biology,Advanced,1,No,2,High,Yes,Neutral,Yes,Asia,Yes
STUD0662,24,Female,Undergraduate,Arts,Yes,10,3,No,Physics,Beginner,5,No,3,High,Yes,Positive,Yes,Africa,No
STUD0692,24,Female,High School,Science,Yes,1,4,No,History,Advanced,4,Yes,1,Medium,No,Negative,No,Europe,Yes
STUD0709,24,Female,Undergraduate,Engineering,Yes,1,5,Yes,Art,Beginner,2,No,4,Low,Yes,Neutral,No,Asia,No
STUD0711,24,Male,Undergraduate,Science,No,4,5,No,Art,Advanced,2,Yes,1,High,Yes,Negative,Yes,Asia,No
STUD0732,24,Non-binary,Undergraduate,Business,Yes,4,3,No,Economics,Beginner,3,No,3,Low,Yes,Negative,No,South America,No
STUD0733,24,Female,Undergraduate,Science,Yes,6,2,No,Physics,Beginner,1,Yes,3,Low,No,Negative,Yes,Oceania,No
STUD0758,24,Non-binary,Undergraduate,Business,Yes,3,3,No,Economics,Beginner,5,Yes,1,Low,No,Negative,Yes,Africa,No
STUD0776,24,Non-binary,Undergraduate,Education,No,9,4,No,Physics,Advanced,4,Yes,1,Low,Yes,Neutral,Yes,Africa,Yes
STUD0783,24,Non-binary,Undergraduate,Medicine,No,7,4,Yes,Biology,Beginner,4,No,3,Medium,No,Positive,Yes,Asia,No
STUD0786,24,Female,Undergraduate,Law,Yes,9,1,No,Economics,Advanced,5,Yes,1,Medium,Yes,Negative,No,South America,Yes
STUD0795,24,Prefer not to say,Postgraduate,Science,Yes,5,2,No,Art,Intermediate,2,No,3,Low,Yes,Neutral,No,North America,No
STUD0811,24,Prefer not to say,Undergraduate,Business,No,1,1,Yes,History,Advanced,5,No,4,Low,Yes,Neutral,Yes,Oceania,Yes
STUD0812,24,Male,Undergraduate,Business,No,8,4,Yes,History,Advanced,2,No,5,Low,Yes,Positive,Yes,North America,Yes
STUD0813,24,Female,High School,Engineering,Yes,6,4,Yes,History,Intermediate,3,Yes,1,Low,No,Neutral,No,Asia,Yes
STUD0825,24,Male,High School,Engineering,No,2,5,No,Economics,Advanced,4,Yes,1,High,Yes,Negative,Yes,Asia,Yes
STUD0856,24,Non-binary,Postgraduate,Medicine,No,8,2,Yes,Computer Science,Advanced,2,No,5,Medium,Yes,Positive,No,Oceania,No
STUD0858,24,Male,Undergraduate,Business,Yes,1,3,Yes,Math,Intermediate,5,Yes,2,Low,Yes,Negative,Yes,North America,No
STUD0893,24,Non-binary,High School,Education,Yes,2,1,No,Biology,Intermediate,3,Yes,5,Medium,No,Positive,No,North America,Yes
STUD0909,24,Prefer not to say,High School,Business,No,0,2,Yes,History,Intermediate,4,Yes,4,Medium,Yes,Positive,Yes,Oceania,No
STUD0910,24,Male,Undergraduate,Law,Yes,2,3,No,Physics,Advanced,1,No,5,Low,Yes,Neutral,No,Europe,Yes
STUD0937,24,Non-binary,High School,Business,Yes,4,1,No,Economics,Intermediate,1,Yes,5,Medium,No,Negative,No,Europe,No
STUD1014,24,Male,Undergraduate,Education,Yes,2,4,No,Economics,Advanced,1,Yes,5,Low,Yes,Positive,Yes,Europe,Yes
STUD1038,24,Prefer not to say,High School,Medicine,Yes,5,3,Yes,Biology,Intermediate,4,Yes,1,Medium,No,Neutral,No,Asia,No
STUD1066,24,Non-binary,Postgraduate,Business,No,7,2,No,Art,Beginner,1,Yes,3,Low,Yes,Positive,Yes,Asia,Yes
STUD1089,24,Prefer not to say,High School,Business,Yes,2,2,Yes,Computer Science,Beginner,2,No,4,Medium,Yes,Neutral,No,Europe,Yes
STUD1094,24,Female,High School,Engineering,Yes,5,1,Yes,Economics,Advanced,3,No,4,High,Yes,Neutral,Yes,Asia,Yes
STUD1153,24,Prefer not to say,Undergraduate,Arts,No,2,2,Yes,History,Beginner,5,No,5,Medium,Yes,Positive,No,North America,No
STUD1160,24,Non-binary,Undergraduate,Law,Yes,9,4,No,History,Advanced,2,Yes,1,Low,Yes,Neutral,Yes,Europe,No
STUD1167,24,Female,High School,Science,No,10,3,Yes,Computer Science,Intermediate,1,Yes,5,Low,No,Neutral,Yes,North America,Yes
STUD1221,24,Prefer not to say,High School,Science,No,0,2,No,Physics,Intermediate,4,Yes,2,Medium,Yes,Neutral,Yes,Asia,No
STUD1241,24,Female,Postgraduate,Arts,No,1,1,Yes,Computer Science,Advanced,1,No,1,Low,Yes,Negative,No,South America,Yes
STUD1247,24,Non-binary,Undergraduate,Engineering,No,4,3,Yes,Art,Advanced,3,Yes,4,Medium,No,Positive,No,South America,No
STUD1251,24,Prefer not to say,Postgraduate,Engineering,Yes,9,4,No,Biology,Intermediate,4,Yes,4,Low,Yes,Negative,Yes,South America,Yes
STUD1275,24,Non-binary,High School,Science,No,4,3,Yes,Biology,Advanced,1,No,2,Low,No,Neutral,Yes,North America,Yes
STUD1294,24,Male,Postgraduate,Engineering,No,7,4,No,Physics,Advanced,5,Yes,5,Medium,No,Positive,Yes,Oceania,No
STUD1297,24,Female,High School,Engineering,No,0,2,Yes,Biology,Advanced,4,Yes,1,Low,Yes,Positive,Yes,Oceania,No
STUD1316,24,Male,Undergraduate,Science,Yes,4,4,Yes,Economics,Intermediate,1,No,5,High,No,Neutral,Yes,Africa,Yes
STUD1361,24,Male,High School,Education,No,0,5,No,Art,Advanced,3,Yes,2,Medium,Yes,Negative,Yes,Asia,Yes
STUD1434,24,Male,Undergraduate,Education,No,3,5,No,Computer Science,Intermediate,5,Yes,4,Medium,Yes,Positive,No,South America,Yes
STUD1437,24,Male,Postgraduate,Law,Yes,2,1,No,Physics,Intermediate,2,Yes,5,Medium,No,Positive,Yes,North America,Yes
STUD1484,24,Prefer not to say,Undergraduate,Business,Yes,3,4,Yes,History,Beginner,4,No,5,Medium,Yes,Neutral,No,Asia,No
STUD1485,24,Non-binary,Undergraduate,Law,No,7,1,No,Physics,Beginner,4,No,2,Medium,Yes,Positive,No,North America,No
STUD1487,24,Female,Postgraduate,Science,No,6,5,No,Biology,Beginner,2,Yes,2,Medium,No,Positive,No,Africa,No
STUD1508,24,Non-binary,Undergraduate,Education,Yes,4,2,No,Economics,Intermediate,3,Yes,5,Low,No,Positive,Yes,Asia,No
STUD1517,24,Female,Undergraduate,Engineering,No,9,2,No,Physics,Intermediate,3,Yes,3,High,No,Neutral,Yes,Oceania,No
STUD1573,24,Non-binary,High School,Arts,Yes,3,3,No,Physics,Advanced,1,No,5,Medium,Yes,Negative,No,Africa,No
STUD1588,24,Prefer not to say,Postgraduate,Business,No,6,5,Yes,Computer Science,Advanced,4,Yes,1,Low,Yes,Neutral,Yes,Asia,No
STUD1595,24,Female,High School,Arts,Yes,1,2,Yes,History,Advanced,3,Yes,5,High,Yes,Neutral,Yes,North America,Yes
STUD1648,24,Non-binary,Postgraduate,Science,Yes,6,3,Yes,Computer Science,Advanced,4,No,2,Low,Yes,Negative,Yes,North America,Yes
STUD1666,24,Male,Undergraduate,Education,Yes,0,3,No,History,Intermediate,4,No,5,Medium,Yes,Negative,No,Europe,Yes
STUD1687,24,Female,Undergraduate,Science,No,6,2,No,Economics,Advanced,1,No,5,Low,Yes,Neutral,Yes,Africa,No
STUD1698,24,Prefer not to say,Postgraduate,Engineering,No,6,2,No,Biology,Intermediate,4,No,2,High,No,Neutral,Yes,Europe,Yes
STUD1721,24,Prefer not to say,High School,Law,Yes,3,3,Yes,Math,Advanced,2,No,3,High,Yes,Positive,Yes,Asia,Yes
STUD1724,24,Female,Undergraduate,Science,Yes,4,3,Yes,Math,Advanced,1,Yes,3,High,Yes,Neutral,Yes,Asia,No
STUD1756,24,Female,Undergraduate,Medicine,Yes,4,1,Yes,Biology,Advanced,4,No,5,Medium,No,Neutral,Yes,Europe,Yes
STUD1759,24,Non-binary,Postgraduate,Business,Yes,1,4,No,Math,Intermediate,4,Yes,3,Medium,Yes,Neutral,Yes,South America,Yes
STUD1760,24,Female,Postgraduate,Business,No,2,5,Yes,Economics,Intermediate,5,Yes,2,Medium,Yes,Positive,No,Africa,Yes
STUD1785,24,Prefer not to say,High School,Education,Yes,1,1,No,Economics,Intermediate,2,No,2,High,No,Negative,Yes,Africa,No
STUD1833,24,Non-binary,Undergraduate,Engineering,Yes,7,5,Yes,History,Advanced,4,Yes,1,High,Yes,Positive,Yes,Africa,Yes
STUD1851,24,Prefer not to say,High School,Science,Yes,8,2,No,Art,Advanced,5,Yes,4,Low,Yes,Positive,No,Asia,No
STUD1863,24,Female,Postgraduate,Science,Yes,3,4,No,Art,Intermediate,3,No,4,Low,Yes,Negative,Yes,North America,No
STUD1924,24,Female,Postgraduate,Law,No,1,5,Yes,Economics,Beginner,3,No,1,Medium,Yes,Neutral,Yes,Asia,No
STUD1952,24,Non-binary,Postgraduate,Business,No,0,3,No,Physics,Advanced,1,No,1,Low,No,Neutral,No,Oceania,No
STUD1963,24,Female,Postgraduate,Business,Yes,2,4,Yes,Computer Science,Beginner,2,No,5,High,No,Negative,No,Africa,No
STUD1966,24,Female,High School,Science,No,9,3,No,Physics,Advanced,1,No,4,Medium,No,Positive,No,Oceania,No
STUD1970,24,Non-binary,Undergraduate,Science,Yes,4,1,Yes,Art,Intermediate,2,No,4,High,Yes,Positive,Yes,Europe,No
STUD1997,24,Prefer not to say,High School,Arts,No,1,1,Yes,Computer Science,Beginner,1,Yes,1,High,No,Neutral,No,Asia,No
STUD2007,24,Prefer not to say,Undergraduate,Science,No,7,2,No,Art,Advanced,2,No,3,High,Yes,Positive,Yes,Europe,Yes
STUD2031,24,Female,Postgraduate,Science,No,5,5,Yes,Physics,Advanced,2,Yes,5,Low,Yes,Negative,Yes,Oceania,No
STUD2034,24,Male,Undergraduate,Medicine,Yes,6,3,Yes,Economics,Beginner,1,No,4,High,Yes,Neutral,No,Oceania,No
STUD2036,24,Prefer not to say,Postgraduate,Engineering,Yes,4,4,Yes,Art,Beginner,3,No,3,High,No,Positive,Yes,Europe,No
STUD2099,24,Prefer not to say,Undergraduate,Business,No,2,3,No,Computer Science,Intermediate,5,No,3,Low,Yes,Positive,Yes,South America,No
STUD2111,24,Female,Postgraduate,Engineering,Yes,4,5,No,Physics,Advanced,3,Yes,3,Medium,Yes,Positive,No,Africa,No
STUD2117,24,Prefer not to say,Undergraduate,Medicine,No,2,1,Yes,Computer Science,Beginner,4,No,4,High,Yes,Positive,Yes,North America,No
STUD2123,24,Prefer not to say,High School,Arts,No,1,4,No,Economics,Beginner,4,No,2,Medium,Yes,Neutral,No,Asia,Yes
STUD2139,24,Male,High School,Arts,No,8,1,No,Computer Science,Beginner,3,No,5,Medium,No,Positive,Yes,Europe,No
STUD2173,24,Female,High School,Engineering,Yes,0,3,Yes,Economics,Beginner,5,Yes,4,Low,No,Positive,No,North America,No
STUD2199,24,Female,High School,Law,Yes,1,5,Yes,Computer Science,Beginner,5,No,4,High,No,Negative,Yes,South America,No
STUD2225,24,Prefer not to say,High School,Business,Yes,0,1,Yes,History,Advanced,5,Yes,3,High,No,Neutral,Yes,Asia,No
STUD2229,24,Male,Undergraduate,Science,No,4,5,No,Economics,Advanced,5,No,3,Medium,No,Positive,Yes,North America,No
STUD2232,24,Prefer not to say,Undergraduate,Business,Yes,9,2,No,History,Beginner,1,No,3,Low,No,Negative,No,Africa,No
STUD2235,24,Female,Postgraduate,Business,Yes,5,4,Yes,Physics,Beginner,4,Yes,4,Low,Yes,Positive,No,Oceania,Yes
STUD2257,24,Non-binary,High School,Science,Yes,3,4,No,Economics,Beginner,2,Yes,3,Medium,No,Negative,No,Europe,No
STUD2274,24,Male,Undergraduate,Medicine,Yes,3,3,Yes,Math,Intermediate,5,Yes,5,Medium,No,Neutral,Yes,Europe,Yes
STUD2329,24,Male,Undergraduate,Medicine,No,2,5,No,Physics,Intermediate,1,No,1,Low,Yes,Negative,No,Asia,Yes
STUD2335,24,Female,Postgraduate,Law,Yes,1,1,No,History,Beginner,5,No,4,Low,Yes,Neutral,No,North America,Yes
STUD2336,24,Prefer not to say,High School,Education,Yes,9,3,No,Biology,Advanced,5,Yes,3,Medium,Yes,Negative,Yes,Asia,Yes
STUD2414,24,Female,High School,Science,No,6,4,No,Computer Science,Intermediate,1,Yes,3,Low,No,Negative,No,Asia,Yes
STUD2415,24,Male,Undergraduate,Law,No,3,1,No,Computer Science,Beginner,2,No,3,Low,No,Positive,No,Europe,Yes
STUD2475,24,Female,Postgraduate,Science,Yes,6,5,No,Math,Beginner,3,Yes,1,Medium,Yes,Negative,No,North America,No
STUD2478,24,Male,High School,Business,Yes,3,5,No,Physics,Advanced,4,Yes,3,Low,Yes,Neutral,No,Africa,No
STUD2533,24,Non-binary,Undergraduate,Medicine,Yes,8,3,Yes,Art,Intermediate,2,Yes,4,Low,Yes,Positive,Yes,South America,No
STUD2547,24,Non-binary,High School,Engineering,Yes,7,5,Yes,Physics,Beginner,3,No,4,Low,Yes,Positive,No,Europe,Yes
STUD2583,24,Female,Postgraduate,Business,No,5,5,Yes,Math,Intermediate,2,Yes,5,Low,No,Neutral,Yes,Oceania,Yes
STUD2620,24,Prefer not to say,High School,Law,No,4,1,No,Physics,Beginner,3,No,4,Low,Yes,Neutral,Yes,North America,Yes
STUD2642,24,Male,High School,Science,Yes,2,1,No,Math,Beginner,1,No,1,Medium,Yes,Negative,No,North America,No
STUD2662,24,Female,Postgraduate,Arts,Yes,3,4,No,History,Beginner,4,Yes,1,High,No,Negative,Yes,North America,No
STUD2683,24,Prefer not to say,High School,Science,Yes,4,1,Yes,Math,Advanced,1,No,1,Low,No,Negative,No,Oceania,Yes
STUD2746,24,Male,High School,Science,Yes,0,2,No,Art,Beginner,2,No,5,Low,Yes,Negative,Yes,Oceania,No
STUD2749,24,Prefer not to say,High School,Medicine,No,9,4,No,Math,Intermediate,2,No,5,Medium,Yes,Positive,No,Oceania,No
STUD2823,24,Prefer not to say,High School,Education,No,6,2,No,Physics,Beginner,2,Yes,3,Medium,Yes,Negative,Yes,Oceania,No
STUD2832,24,Female,Postgraduate,Education,Yes,0,2,Yes,Economics,Intermediate,1,No,1,Low,Yes,Positive,Yes,Asia,No
STUD2849,24,Non-binary,Postgraduate,Medicine,Yes,1,4,Yes,Biology,Beginner,5,Yes,1,Low,No,Negative,Yes,Asia,Yes
STUD2873,24,Non-binary,Undergraduate,Law,Yes,2,3,Yes,History,Beginner,3,Yes,2,Low,Yes,Neutral,Yes,Asia,Yes
STUD2888,24,Non-binary,Postgraduate,Education,Yes,7,4,Yes,History,Beginner,1,Yes,2,Low,Yes,Positive,No,Oceania,No
STUD2893,24,Prefer not to say,Postgraduate,Medicine,No,9,3,No,Economics,Advanced,2,Yes,5,Low,No,Neutral,Yes,Asia,No
STUD2928,24,Non-binary,Undergraduate,Law,Yes,1,1,Yes,Biology,Intermediate,5,No,5,Medium,Yes,Negative,Yes,Oceania,No
STUD2933,24,Female,Postgraduate,Science,Yes,8,5,No,Math,Intermediate,2,No,2,Medium,No,Positive,Yes,North America,No
STUD2938,24,Male,Postgraduate,Science,Yes,10,3,No,Biology,Intermediate,5,No,3,Low,Yes,Positive,Yes,Europe,No
STUD2947,24,Female,Undergraduate,Business,Yes,6,5,No,Art,Intermediate,5,No,3,Medium,Yes,Neutral,Yes,Oceania,No
STUD2954,24,Non-binary,High School,Medicine,No,4,3,Yes,Computer Science,Beginner,5,No,4,Low,Yes,Neutral,No,Africa,Yes
STUD2980,24,Female,Postgraduate,Business,Yes,1,2,No,Art,Beginner,1,Yes,4,Low,No,Neutral,No,Oceania,No
STUD2998,24,Male,Undergraduate,Medicine,Yes,7,5,Yes,Math,Intermediate,2,No,4,Medium,No,Neutral,Yes,North America,Yes
STUD3013,24,Female,High School,Arts,No,3,5,Yes,Physics,Advanced,4,No,3,Medium,No,Neutral,No,North America,Yes
STUD3034,24,Male,High School,Engineering,No,4,4,Yes,Economics,Intermediate,1,No,1,Medium,No,Neutral,No,Europe,No
STUD3045,24,Male,High School,Engineering,Yes,6,4,No,Math,Beginner,5,Yes,4,Low,Yes,Negative,No,Oceania,Yes
STUD3047,24,Non-binary,Undergraduate,Business,Yes,9,2,No,Physics,Intermediate,5,Yes,1,Low,Yes,Positive,Yes,Oceania,No
STUD3075,24,Prefer not to say,High School,Business,Yes,10,3,Yes,History,Beginner,1,No,5,Medium,Yes,Neutral,No,Oceania,Yes
STUD3082,24,Female,Undergraduate,Business,Yes,10,5,Yes,Math,Beginner,1,No,1,Low,Yes,Positive,Yes,Africa,Yes
STUD3096,24,Non-binary,Postgraduate,Arts,No,3,5,No,History,Intermediate,2,Yes,4,Low,Yes,Negative,No,Europe,Yes
STUD3146,24,Non-binary,High School,Business,Yes,2,5,Yes,Math,Intermediate,2,Yes,4,Medium,No,Negative,No,Asia,Yes
STUD3201,24,Female,Postgraduate,Education,Yes,9,1,No,Biology,Beginner,2,No,2,High,Yes,Negative,Yes,North America,Yes
STUD3273,24,Male,Undergraduate,Law,Yes,4,3,Yes,Math,Intermediate,3,No,5,High,Yes,Positive,Yes,Africa,No
STUD3292,24,Non-binary,Undergraduate,Science,Yes,8,4,No,Biology,Beginner,1,No,2,Medium,No,Positive,Yes,Oceania,No
STUD3327,24,Female,High School,Education,No,6,5,No,Math,Advanced,3,No,1,Low,Yes,Positive,Yes,South America,No
STUD3333,24,Female,High School,Science,Yes,5,2,No,Art,Intermediate,5,No,3,High,Yes,Neutral,No,Africa,No
STUD3358,24,Female,Undergraduate,Engineering,Yes,0,1,No,Biology,Advanced,3,No,5,Low,Yes,Positive,No,Asia,Yes
STUD3361,24,Male,High School,Law,Yes,9,5,Yes,Economics,Intermediate,2,No,4,High,No,Neutral,No,Europe,Yes
STUD3362,24,Non-binary,Undergraduate,Education,Yes,0,3,No,Physics,Advanced,2,No,2,Medium,No,Negative,Yes,Africa,No
STUD3370,24,Non-binary,Undergraduate,Arts,Yes,6,1,Yes,History,Advanced,2,Yes,4,Low,No,Positive,No,Asia,No
STUD3390,24,Non-binary,Undergraduate,Education,No,1,2,No,Math,Beginner,5,Yes,3,High,No,Negative,Yes,Africa,No
STUD3405,24,Prefer not to say,High School,Science,No,4,1,No,Economics,Intermediate,5,Yes,3,High,No,Negative,Yes,Europe,No
STUD3407,24,Male,High School,Business,No,10,3,No,Math,Beginner,2,No,1,Medium,No,Positive,Yes,Oceania,No
STUD3409,24,Non-binary,Postgraduate,Arts,No,1,2,No,Physics,Intermediate,4,Yes,4,Low,Yes,Negative,Yes,Europe,No
